char_ngram,count
 】,5
 〔,7
 〜,13
 〝,56
 〞,2
 〟,4
 ぁ,23
 あ,14932
 ぃ,44
 い,7964
 ぅ,3
 う,1603
 ぇ,5
 え,1090
 ぉ,1
 お,9073
 か,1685
 が,1011
 き,696
 ぎ,12
 く,654
 ぐ,40
 け,142
 げ,9
 こ,13870
 ご,1152
 さ,1614
 ざ,25
 し,2789
 じ,863
 す,3241
 ず,560
 せ,176
 ぜ,101
 そ,19426
 ぞ,54
 た,2158
 だ,3418
 ち,1601
 っ,425
 つ,1107
 づ,3
 て,543
 で,4555
 と,2923
 ど,7928
 な,5270
 に,1413
 ぬ,16
 ね,393
 の,2449
 は,2833
 ば,100
 ぱ,9
 ひ,558
 び,67
 ぴ,18
 ふ,262
 ぶ,142
 ぷ,1
 へ,202
 べ,40
 ぺ,6
 ほ,922
 ぼ,162
 ぽ,3
 ま,4019
 み,1183
 む,104
 め,117
 も,5381
 ゃ,14
 や,3261
 ゆ,159
 ょ,20
 よ,2350
 ら,83
 り,81
 る,67
 れ,73
 ろ,58
 ゎ,1
 わ,2451
 ゑ,4
 を,2247
 ん,271
 ァ,2
 ア,3820
 ィ,1
 イ,1433
 ゥ,3
 ウ,1438
 エ,1591
 オ,1825
 カ,1749
 ガ,550
 キ,1402
 ギ,268
 ク,1953
 グ,721
 ケ,620
 ゲ,388
 コ,1441
 ゴ,374
 サ,1786
 ザ,134
 シ,1715
 ジ,2743
 ス,2463
 ズ,94
 セ,595
 ゼ,60
 ソ,371
 ゾ,145
 タ,972
 ダ,1177
 チ,1301
 ッ,10
 ツ,149
 ヅ,1
 テ,1006
 デ,1533
 ト,1360
 ド,1363
 ナ,599
 ニ,707
 ヌ,22
 ネ,382
 ノ,251
 ハ,1720
 バ,1876
 パ,1779
 ヒ,288
 ビ,867
 ピ,463
 フ,2453
 ブ,1187
 プ,790
 ヘ,600
 ベ,835
 ペ,349
 ホ,788
 ボ,865
 ポ,566
 マ,3008
 ミ,791
 ム,203
 メ,955
 モ,648
 ャ,2
 ヤ,423
 ュ,1
 ユ,212
 ョ,12
 ヨ,157
 ラ,1117
 リ,1494
 ル,531
 レ,1045
 ロ,1350
 ワ,520
 ヰ,6
 ヲ,3
 ン,52
 ヴ,352
 ヵ,2
 ヶ,12
 ・,361
 ー,634
 ㄆ,4
 ㄈ,1
 ㄓ,8
 ㄠ,1
 ㄢ,6
 ㄤ,4
 ㄱ,6
 ㄴ,3
 ㄷ,8
 ㄹ,4
 ㅁ,2
 ㅂ,6
 ㅅ,14
 ㅆ,9
 ㅇ,14
 ㅈ,9
 ㅋ,49
 ㅎ,32
 ㅔ,1
 ㅜ,1
 ㅠ,23
 ㅡ,4
 ㅣ,1
 ㈠,26
 ㈡,18
 ㈢,11
 ㈣,10
 ㈤,9
 ㈥,6
 ㈦,2
 ㈧,1
 ㈨,1
 ㎝,7
 一,7096
 丁,46
 七,91
 万,148
 丈,18
 三,481
 上,1448
 下,1123
 不,7466
 与,1790
 丑,6
 专,501
 且,28
 世,1059
 丘,20
 丙,4
 业,113
 丛,4
 东,202
 丝,11
 丞,2
 丟,1
 両,265
 丢,20
 两,466
 严,95
 並,72
 丧,6
 个,123
 丫,3
 中,1452
 丰,6
 串,10
 临,172
 丸,34
 丹,101
 为,3447
 主,1263
 丽,20
 举,131
 丿,2
 乃,3
 久,88
 么,4
 义,36
 之,189
 乌,173
 乍,18
 乏,1
 乐,23
 乔,152
 乖,19
 乗,379
 乘,17
 乙,10
 九,44
 乞,3
 也,1472
 习,17
 乡,16
 书,94
 买,86
 乱,47
 乳,26
 乾,85
 亀,4
 亂,1
 了,365
 予,297
 争,80
 事,952
 二,845
 于,197
 亏,7
 云,28
 互,103
 五,195
 井,15
 亘,1
 亚,273
 些,17
 亜,11
 亞,5
 亡,89
 亢,1
 交,392
 亥,1
 亦,17
 产,95
 亨,44
 享,69
 京,6
 亭,1
 亮,3
 亲,390
 亵,1
 人,4027
 亿,13
 什,1112
 仁,4
 仄,2
 仅,89
 仆,1
 仇,14
 今,4157
 介,71
 仍,64
 从,1180
 仏,14
 仓,9
 仔,18
 仕,847
 他,8968
 仗,1
 付,244
 仙,9
 代,467
 令,144
 以,1926
 仪,3
 们,3
 仮,75
 仰,14
 仲,321
 件,291
 价,29
 任,765
 份,6
 仿,13
 企,127
 伊,485
 伍,16
 伏,76
 伐,4
 休,250
 众,26
 优,76
 伙,380
 会,3019
 伝,318
 伞,1
 伟,34
 传,141
 伤,29
 伦,21
 伪,37
 伯,84
 估,73
 伴,17
 伸,29
 伺,14
 似,147
 伽,3
 佃,1
 但,5009
 佇,1
 位,81
 低,81
 住,386
 佐,15
 佑,2
 体,283
 何,8439
 余,126
 佛,38
 作,1035
 你,17392
 佢,1
 佣,1
 佩,29
 佯,1
 佳,3
 併,1
 使,930
 侄,3
 來,62
 例,400
 侍,7
 侏,3
 供,124
 依,353
 侠,1
 価,97
 侦,13
 侧,2
 侨,2
 侮,17
 侯,9
 侵,133
 便,101
 係,5
 促,890
 俄,125
 俊,1
 俗,6
 保,1084
 信,1278
 俩,3
 修,304
 俯,2
 俱,5
 俳,10
 俸,1
 俺,4493
 倉,37
 個,163
 倍,31
 倒,126
 倘,9
 候,43
 借,141
 倡,17
 値,63
 倦,1
 倪,1
 倫,9
 倹,1
 债,62
 值,57
 倾,9
 假,120
 偉,127
 偏,37
 做,302
 停,302
 健,127
 側,27
 偵,13
 偶,94
 偷,57
 偽,110
 偿,25
 傀,2
 傅,3
 傍,29
 傑,21
 傘,3
 備,43
 傣,1
 储,10
 催,29
 傭,11
 傲,30
 傳,6
 債,8
 傷,259
 傻,31
 傾,8
 僅,11
 働,194
 像,379
 僕,2231
 僧,7
 僵,4
 價,2
 儀,14
 億,15
 儒,3
 儘,3
 償,16
 優,223
 儲,22
 儿,431
 允,36
 元,481
 兄,416
 充,125
 兆,18
 兇,3
 先,1234
 光,200
 克,305
 免,89
 兎,6
 児,7
 兑,1
 兒,3
 兔,9
 党,10
 兜,1
 入,742
 內,7
 全,2878
 兩,14
 八,80
 公,776
 六,120
 兮,1
 兰,45
 共,421
 关,3808
 兴,11
 兵,107
 其,1278
 具,206
 典,15
 兹,30
 养,45
 兼,13
 兽,4
 内,513
 円,20
 冈,18
 冉,1
 册,5
 再,1231
 冒,49
 冗,164
 写,215
 军,154
 农,148
 冠,6
 冤,2
 冥,5
 冬,43
 冯,4
 冰,54
 冲,73
 决,1786
 冴,1
 况,13
 冷,270
 冻,17
 净,10
 凄,89
 准,248
 凉,2
 凌,8
 凍,29
 减,172
 凑,1
 凛,1
 凝,13
 几,249
 凡,88
 凤,2
 処,117
 凧,2
 凭,12
 凯,121
 凱,10
 凳,1
 凵,14
 凶,112
 凸,1
 出,2448
 击,19
 函,6
 刀,16
 刃,13
 分,2471
 切,327
 刈,5
 刊,3
 刎,2
 刑,345
 划,20
 列,157
 刘,15
 则,59
 刚,199
 创,101
 初,428
 删,59
 判,268
 別,682
 利,422
 别,1253
 刮,8
 到,635
 制,580
 刷,7
 刹,3
 刺,78
 刻,28
 剂,1
 剃,20
 則,1
 削,56
 前,730
 剎,1
 剑,6
 剔,1
 剖,1
 剛,7
 剣,44
 剥,32
 剧,16
 剩,34
 剪,8
 副,190
 割,67
 創,46
 剽,1
 劃,1
 劇,37
 劈,2
 劉,5
 力,235
 劝,4
 办,88
 功,19
 加,1400
 务,19
 劣,7
 动,91
 助,778
 努,118
 劫,12
 励,7
 劲,1
 劳,145
 労,16
 効,89
 势,4
 勃,19
 勅,1
 勇,131
 勉,57
 勋,3
 勒,13
 動,605
 勘,77
 務,7
 勝,291
 勞,2
 募,15
 勢,12
 勤,34
 勧,23
 勲,9
 勸,3
 勺,1
 勾,10
 勿,30
 匀,9
 匂,19
 包,454
 匆,3
 匈,30
 匍,1
 化,155
 北,266
 匙,1
 匡,2
 匯,1
 匹,7
 区,272
 医,367
 匿,41
 區,1
 十,419
 千,115
 升,11
 午,118
 半,227
 卍,3
 华,46
 协,392
 卑,38
 卒,46
 卓,14
 協,153
 单,92
 卖,35
 南,373
 単,192
 博,187
 卜,10
 占,59
 卡,293
 卢,155
 卤,2
 卧,10
 卫,104
 印,258
 危,538
 即,349
 却,201
 卵,41
 卷,12
 卸,8
 卻,12
 卿,6
 厂,3
 厄,121
 厅,1
 历,47
 厉,6
 压,18
 厌,2
 厕,6
 厚,13
 原,403
 厨,10
 厩,2
 厭,2
 厮,1
 厲,2
 厳,85
 去,788
 县,6
 叁,1
 参,492
 參,6
 又,1334
 叉,3
 及,305
 友,495
 双,150
 反,624
 収,69
 发,920
 叔,78
 取,901
 受,597
 变,98
 叙,32
 叛,13
 叠,1
 口,326
 古,372
 句,6
 另,550
 叩,47
 只,1287
 叫,290
 召,63
 叮,7
 可,2095
 台,113
 叱,5
 史,110
 右,201
 叶,26
 号,154
 司,290
 叹,6
 叼,3
 叽,2
 吁,705
 吃,147
 各,1254
 合,478
 吉,196
 吊,26
 同,2025
 名,652
 后,258
 吐,69
 向,1034
 吓,20
 吕,3
 吗,16
 君,4687
 吝,2
 吞,12
 吟,2
 吠,5
 否,226
 吧,20
 吨,11
 吩,2
 含,71
 听,528
 吮,2
 启,50
 吱,1
 吳,3
 吴,10
 吵,15
 吸,152
 吹,86
 吻,9
 吼,9
 吾,4
 呀,9
 呂,5
 呃,236
 呆,30
 呈,10
 呉,1
 告,443
 呐,7
 呑,1
 呒,3
 呕,1
 员,70
 呛,1
 呜,6
 呢,8
 呣,4
 呦,3
 周,229
 呪,61
 呯,2
 味,90
 呵,27
 呻,4
 呼,990
 命,375
 咀,2
 咁,1
 咆,2
 咋,12
 和,2342
 咎,2
 咏,1
 咒,4
 咔,1
 咕,3
 咖,21
 咚,4
 咥,3
 咦,8
 咧,1
 咨,497
 咪,5
 咬,12
 咯,3
 咱,132
 咲,1
 咳,7
 咸,5
 咻,1
 咽,3
 哀,41
 品,42
 哄,3
 哇,127
 哈,295
 响,11
 哎,42
 哑,1
 哒,4
 哔,2
 哗,2
 哝,1
 哞,1
 哟,7
 員,5
 哥,190
 哦,719
 哨,2
 哩,1
 哪,193
 哭,12
 哲,14
 哺,4
 哼,14
 唄,2
 唇,8
 唉,15
 唐,34
 唔,17
 唠,3
 唤,5
 售,2
 唯,272
 唱,38
 唵,1
 唷,4
 唸,4
 唾,8
 啄,2
 商,150
 啊,177
 問,476
 啓,5
 啤,3
 啥,28
 啦,4
 啧,1
 啪,2
 啰,1
 喀,37
 喂,142
 善,70
 喇,1
 喉,52
 喊,6
 喋,41
 喏,1
 喔,98
 喘,8
 喚,4
 喜,224
 喝,83
 喧,35
 喪,9
 喫,4
 喬,9
 喰,10
 喲,1
 喳,1
 営,15
 喷,10
 嗅,33
 嗎,18
 嗑,4
 嗒,5
 嗜,6
 嗣,3
 嗨,338
 嗬,2
 嗯,546
 嗷,7
 嗾,1
 嘀,2
 嘆,12
 嘉,12
 嘎,4
 嘔,6
 嘗,2
 嘘,328
 嘛,2
 嘟,14
 嘣,4
 嘭,3
 嘱,1
 嘲,10
 嘴,12
 嘻,2
 嘿,524
 噁,1
 噂,50
 噎,1
 噓,6
 噛,56
 噢,277
 器,16
 噩,3
 噪,2
 噴,17
 嚇,4
 嚎,2
 嚓,1
 嚢,3
 嚴,5
 嚷,1
 嚼,1
 囁,2
 囉,1
 囊,2
 囗,1
 囚,61
 四,220
 回,1064
 因,2481
 团,28
 団,20
 园,2
 囮,4
 困,121
 囲,28
 図,39
 围,32
 固,61
 国,2575
 图,70
 圆,25
 圈,7
 國,5
 圏,5
 園,5
 圓,3
 團,2
 土,359
 圣,145
 圧,46
 在,13064
 圭,13
 地,1002
 场,12
 址,10
 坂,2
 均,16
 坊,43
 坎,13
 坏,29
 坐,168
 坑,3
 块,2
 坚,76
 坛,4
 坠,4
 坡,1
 坤,1
 坦,43
 坳,1
 坴,3
 坻,2
 垂,12
 垃,15
 垄,2
 型,25
 垒,1
 垛,3
 垢,3
 垣,3
 垦,1
 垫,1
 垮,1
 埃,231
 埋,113
 城,89
 埒,1
 域,4
 埠,3
 執,51
 培,115
 基,465
 堀,3
 堂,27
 堅,17
 堆,4
 堕,24
 堡,2
 堤,5
 堪,4
 報,217
 場,225
 堵,4
 塀,3
 塊,3
 塑,5
 塔,77
 塗,19
 塚,2
 塞,207
 塩,11
 填,8
 塵,5
 塾,1
 境,31
 墓,44
 増,61
 墙,5
 墜,28
 增,269
 墨,121
 墮,7
 壁,118
 壇,2
 壊,126
 壓,7
 壞,1
 士,33
 壮,17
 声,187
 売,258
 壺,4
 处,159
 备,42
 変,608
 复,42
 夏,75
 夕,146
 外,866
 多,1078
 夜,238
 够,75
 夠,4
 夢,216
 夥,20
 大,5631
 天,682
 太,551
 夫,232
 央,1
 夯,1
 失,656
 头,71
 夸,9
 夹,3
 夺,9
 奇,162
 奈,19
 奉,21
 奋,2
 奎,8
 奏,2
 契,63
 奔,8
 奖,23
 套,4
 奠,1
 奢,5
 奥,344
 奧,11
 奨,8
 奪,93
 奮,4
 女,1067
 奴,1018
 奶,37
 奸,2
 她,2647
 好,3270
 如,2880
 妃,2
 妄,22
 妇,350
 妈,424
 妊,68
 妍,2
 妒,1
 妓,10
 妖,36
 妙,39
 妞,1
 妥,29
 妦,1
 妨,63
 妬,1
 妮,22
 妲,1
 妳,54
 妹,103
 妻,218
 姆,25
 姉,65
 姊,1
 始,293
 姐,26
 姑,40
 姓,22
 委,5313
 姚,1
 姜,10
 姥,1
 姦,1
 姨,2
 姪,8
 姫,19
 姬,2
 姻,1
 姿,83
 威,111
 娃,3
 娇,2
 娘,234
 娜,20
 娯,6
 娱,4
 娴,3
 娶,5
 娼,16
 婆,8
 婉,1
 婊,22
 婓,1
 婚,82
 婦,10
 婴,6
 婶,1
 婷,2
 媒,35
 媚,4
 媽,26
 嫁,19
 嫂,3
 嫉,22
 嫌,298
 嫖,2
 嬉,78
 嬢,1
 嬰,1
 嬴,1
 嬷,2
 子,759
 孔,7
 孕,9
 字,49
 存,172
 孙,10
 孝,5
 孟,37
 季,12
 孤,98
 学,513
 孩,235
 孫,30
 孰,3
 孵,3
 學,11
 孽,2
 宁,6
 它,1287
 宅,5
 宇,168
 守,227
 安,1563
 宋,9
 完,602
 宏,35
 宗,74
 官,50
 宙,4
 定,240
 宛,8
 宜,20
 宝,314
 实,524
 実,743
 宠,4
 审,1165
 客,102
 宣,191
 室,14
 宥,2
 宪,78
 宮,13
 宰,3
 害,50
 宴,11
 宵,1
 家,1331
 容,206
 宽,7
 宾,14
 宿,54
 寂,61
 寄,90
 密,119
 寇,7
 富,52
 寐,1
 寒,49
 寓,2
 寛,22
 寝,227
 察,10
 寡,7
 寥,1
 實,23
 寧,3
 審,41
 寫,4
 寬,2
 寮,7
 寰,1
 寵,1
 寶,19
 寸,8
 对,3758
 寺,9
 寻,82
 导,634
 対,184
 寿,5
 封,66
 専,80
 射,79
 将,1070
 將,17
 專,4
 尉,3
 尊,143
 尋,93
 對,153
 導,43
 小,1902
 少,959
 尔,10
 尖,19
 尘,12
 尚,46
 尝,28
 尤,172
 就,3505
 尸,5
 尹,2
 尺,4
 尻,34
 尼,216
 尽,769
 尾,32
 尿,11
 局,55
 屁,33
 居,341
 屈,26
 届,79
 屋,86
 屌,2
 屍,2
 屏,2
 屑,1
 展,85
 属,52
 屠,13
 屡,1
 履,185
 屬,2
 山,172
 屹,1
 岁,9
 岂,2
 岛,22
 岩,33
 岬,2
 岳,2
 岸,15
 峈,1
 峠,1
 峡,3
 峰,10
 島,62
 崇,19
 崋,1
 崔,14
 崖,18
 崩,34
 崭,2
 嵌,7
 嵐,36
 嶋,1
 川,59
 州,69
 巡,48
 巣,11
 工,1462
 左,205
 巧,27
 巨,115
 巩,20
 巫,10
 差,167
 己,26
 已,608
 巴,570
 巷,1
 巻,88
 币,2
 市,191
 布,300
 帅,20
 帆,3
 师,17
 希,348
 帐,6
 帕,81
 帝,49
 帥,3
 带,245
 師,9
 席,82
 帮,251
 帯,7
 帰,470
 帳,12
 帶,15
 常,396
 帽,50
 幅,11
 幕,19
 幢,1
 幫,21
 干,276
 平,356
 年,531
 并,1102
 幸,300
 幹,26
 幻,57
 幼,43
 幽,51
 幾,64
 广,37
 庁,1
 広,101
 庄,6
 庆,17
 庇,13
 床,78
 序,41
 库,69
 应,1217
 底,24
 店,106
 庙,1
 府,6
 庞,8
 废,51
 度,57
 座,205
 庫,1
 庭,62
 庶,4
 康,38
 庸,1
 廃,31
 廉,5
 廊,16
 廖,1
 廚,1
 廢,3
 延,50
 廷,1
 建,1121
 廻,9
 开,760
 弁,157
 异,12
 弃,7
 弄,43
 弊,2
 式,33
 弓,15
 弔,6
 引,691
 弗,127
 弘,2
 弛,1
 弟,123
 张,34
 弥,6
 弦,9
 弧,6
 弯,8
 弱,99
 張,25
 強,381
 弹,29
 强,1096
 弼,1
 弾,121
 彈,2
 彎,2
 归,20
 当,1709
 录,180
 彗,7
 彡,2
 形,89
 彩,11
 彫,9
 彬,1
 彭,4
 影,148
 彷,3
 役,245
 彻,40
 彼,9709
 往,72
 征,34
 待,1091
 很,1165
 律,161
 後,663
 徐,16
 徒,14
 従,122
 得,411
 徘,4
 徙,1
 從,39
 御,53
 復,143
 循,10
 微,79
 徳,7
 徴,5
 德,218
 徹,61
 心,975
 必,1162
 忆,86
 忌,11
 忍,52
 忏,1
 忒,132
 志,27
 忘,390
 忙,105
 応,182
 忠,59
 忧,3
 快,1119
 念,50
 忽,14
 怀,34
 态,6
 怂,4
 怎,744
 怒,210
 怕,12
 怖,220
 怜,4
 思,1859
 怠,15
 急,445
 性,219
 怨,3
 怪,191
 怯,32
 总,597
 恅,1
 恋,161
 恐,514
 恒,11
 恕,14
 恢,48
 恥,102
 恨,28
 恩,109
 恪,1
 恭,49
 息,376
 恰,17
 恳,5
 恵,16
 恶,25
 恺,2
 恼,2
 悄,6
 悉,2
 悍,1
 悔,19
 悟,10
 悠,18
 患,87
 悦,2
 您,289
 悩,55
 悪,900
 悬,11
 悲,176
 悶,1
 悸,1
 悼,2
 情,433
 惊,16
 惑,43
 惚,8
 惜,6
 惟,4
 惠,21
 惡,1
 惨,18
 惩,7
 惬,1
 惭,1
 惯,5
 惰,1
 想,646
 惹,16
 愈,3
 愉,14
 意,595
 愚,82
 愛,562
 感,1045
 愤,10
 愧,1
 愿,52
 慈,52
 態,13
 慌,17
 慎,64
 慕,3
 慘,2
 慢,78
 慣,57
 慧,1
 慰,31
 慷,6
 憂,5
 憋,2
 憎,36
 憐,6
 憑,14
 憤,8
 憧,12
 憩,2
 憲,14
 憶,48
 懂,54
 懇,8
 應,27
 懊,1
 懐,32
 懒,6
 懦,4
 懲,17
 懷,7
 懸,43
 懺,4
 戀,1
 戈,20
 戏,10
 成,654
 我,30940
 戒,11
 或,896
 战,134
 戦,543
 截,280
 戯,9
 戰,5
 戳,1
 戴,98
 户,5
 戸,14
 戻,590
 房,63
 所,2870
 扁,3
 扂,5
 扇,6
 扉,27
 手,1756
 才,286
 扎,15
 扑,1
 打,507
 扔,28
 払,91
 托,149
 扛,2
 扣,17
 执,743
 扩,92
 扫,13
 扬,4
 扭,15
 扮,3
 扯,11
 扰,4
 扱,53
 扶,16
 批,113
 扼,2
 找,248
 承,346
 技,345
 抄,2
 抉,2
 把,1091
 抑,53
 抓,79
 投,344
 抖,1
 抗,76
 折,59
 抚,8
 抛,14
 抜,109
 抢,21
 护,35
 报,505
 抨,1
 披,35
 抬,12
 抱,277
 抵,53
 抹,15
 押,173
 抽,35
 担,110
 拆,9
 拇,1
 拉,310
 拋,1
 拍,54
 拐,4
 拒,83
 拓,3
 拔,2
 拖,18
 拘,90
 拙,2
 拚,1
 招,116
 拜,255
 拝,15
 拟,269
 拠,3
 拡,49
 拥,50
 拦,7
 拧,1
 拨,20
 括,9
 拭,20
 拯,18
 拱,1
 拳,25
 拷,49
 拼,10
 拾,31
 拿,220
 持,840
 挂,17
 指,636
 按,945
 挑,64
 挖,17
 挙,17
 挚,3
 挟,12
 挠,1
 挡,6
 挣,3
 挤,7
 挥,14
 挨,35
 挪,69
 挫,4
 振,120
 挺,46
 挽,5
 挿,7
 捅,4
 捆,2
 捉,13
 捍,3
 捎,1
 捏,1
 捐,37
 捕,328
 捜,352
 损,24
 捡,3
 换,55
 捣,1
 捧,13
 捨,92
 据,494
 捱,1
 捷,48
 捻,4
 掀,1
 掃,44
 授,179
 掉,18
 掌,22
 掏,4
 掐,1
 排,97
 掘,35
 掛,59
 掟,1
 掠,3
 採,39
 探,498
 接,435
 控,88
 推,231
 掩,8
 措,20
 掮,1
 掲,3
 掴,31
 掷,4
 掸,1
 掻,4
 揃,8
 揉,11
 揍,4
 描,52
 提,2022
 插,19
 揚,2
 換,18
 握,46
 揣,2
 揪,4
 揭,19
 援,145
 揺,28
 搁,3
 搂,2
 搅,2
 損,49
 搔,1
 搖,3
 搜,31
 搞,67
 搬,38
 搭,34
 搶,1
 携,162
 搾,6
 摂,7
 摄,21
 摆,14
 摇,24
 摊,5
 摒,2
 摔,4
 摘,24
 摧,7
 摩,116
 摸,7
 撃,351
 撐,1
 撑,10
 撒,30
 撕,6
 撞,27
 撤,77
 撫,2
 播,9
 撮,92
 撰,14
 撲,4
 撵,1
 擁,7
 擅,6
 擊,1
 操,148
 擒,1
 擔,1
 據,3
 擠,1
 擦,21
 擬,2
 攀,1
 攝,1
 攥,1
 攪,3
 支,690
 收,274
 攸,2
 改,402
 攻,247
 放,626
 政,894
 故,92
 效,18
 敌,17
 敏,8
 救,433
 敖,1
 敗,22
 教,1082
 敞,2
 敢,15
 散,83
 敦,725
 敬,69
 数,659
 敲,9
 整,207
 敵,229
 敷,10
 數,3
 文,535
 斉,3
 斎,3
 斐,11
 斑,2
 斕,6
 斗,5
 料,65
 斜,1
 斟,4
 斡,1
 斤,1
 斥,2
 斧,9
 斩,4
 斬,10
 断,118
 斯,341
 新,1356
 方,515
 於,13
 施,78
 旁,8
 旅,176
 旋,12
 族,13
 旗,12
 无,496
 既,168
 日,638
 旦,24
 旧,61
 旨,68
 早,801
 旱,10
 时,191
 旷,1
 旺,8
 昂,6
 昆,17
 昇,25
 昌,4
 明,1014
 昏,30
 易,18
 昔,166
 星,115
 映,173
 春,36
 昨,392
 昭,3
 是,5152
 昼,64
 显,79
 時,936
 晃,1
 晋,5
 晒,11
 晓,2
 晕,1
 晚,168
 晦,1
 晨,1
 晩,10
 普,404
 景,30
 晴,19
 晶,1
 智,68
 暁,3
 暂,69
 暇,18
 暑,27
 暖,32
 暗,249
 暦,2
 暫,12
 暮,58
 暴,176
 曇,2
 曖,4
 曜,3
 曰,2
 曲,43
 曳,1
 更,429
 書,273
 曹,14
 曼,36
 曽,1
 曾,82
 替,59
 最,3369
 會,48
 月,165
 有,4126
 朋,85
 服,169
 朕,1
 朗,15
 望,224
 朝,243
 期,173
 朦,1
 朧,3
 木,139
 未,631
 末,11
 本,3792
 札,10
 术,9
 朱,34
 朴,13
 朵,8
 机,209
 朽,1
 杀,125
 杂,21
 权,74
 杆,1
 杉,4
 李,51
 杏,2
 材,18
 村,56
 杖,6
 杜,42
 杞,1
 束,12
 杠,1
 条,701
 来,2052
 杨,5
 杭,6
 杯,9
 杰,215
 東,158
 杵,1
 松,39
 板,10
 极,46
 构,28
 枕,11
 林,41
 枚,7
 果,70
 枝,10
 枠,2
 枡,1
 枢,9
 枪,42
 枯,11
 架,8
 枷,2
 柄,1
 柏,16
 某,139
 柑,1
 染,16
 柔,20
 柚,3
 柜,3
 柠,2
 查,233
 柬,37
 柯,51
 柱,8
 柳,3
 柴,9
 柵,6
 査,4
 柿,1
 栄,26
 栅,2
 标,60
 树,21
 栖,1
 栗,2
 校,66
 栩,1
 株,41
 样,10
 核,417
 根,2443
 格,194
 栽,2
 桁,11
 桂,1
 桃,34
 框,21
 案,128
 桌,10
 桑,35
 桔,1
 桜,5
 桟,3
 档,12
 桥,4
 桨,1
 桶,2
 梁,3
 梅,70
 梢,1
 梦,28
 梭,1
 梯,2
 梱,1
 梳,4
 梵,3
 梶,3
 检,227
 棄,5
 棉,4
 棋,2
 棍,3
 棒,29
 棕,8
 棘,3
 棚,10
 森,170
 棵,1
 棺,19
 椅,28
 植,44
 椎,4
 椒,1
 検,215
 椰,2
 椿,1
 楊,1
 楕,1
 楚,6
 楠,2
 業,25
 極,102
 楼,22
 楽,492
 概,77
 榆,2
 榎,2
 榨,1
 構,137
 槍,9
 様,60
 槲,1
 樂,1
 樓,1
 標,98
 模,51
 樣,1
 権,92
 横,95
 樫,2
 樱,3
 樹,11
 樽,5
 橄,5
 橈,1
 橋,26
 橘,2
 橙,5
 機,272
 橡,9
 橫,1
 橱,1
 檀,1
 檢,4
 檻,7
 櫑,1
 欄,1
 欠,53
 次,950
 欢,977
 欣,112
 欧,483
 欲,219
 欺,27
 款,48
 歇,8
 歌,122
 歐,5
 歓,49
 歡,10
 止,483
 正,1362
 此,1028
 步,20
 武,330
 歧,19
 歩,182
 歪,7
 歯,95
 歳,22
 歴,72
 歷,1
 歸,1
 歹,1
 死,1611
 歼,1
 殆,28
 殉,3
 殊,3
 残,615
 殖,6
 殲,1
 殴,70
 段,70
 殷,1
 殺,1428
 殻,4
 殿,32
 毀,2
 毁,26
 毅,3
 毋,4
 母,527
 毎,234
 每,702
 毒,170
 比,531
 毕,47
 毙,3
 毛,105
 毫,68
 氏,6
 民,266
 气,89
 気,1650
 氙,1
 氟,3
 氢,1
 氣,1
 氧,5
 氨,3
 氪,2
 氮,1
 氯,5
 氰,1
 水,401
 氷,42
 永,304
 氹,63
 汀,1
 汁,1
 求,294
 汇,29
 汉,59
 汎,5
 汐,1
 汗,14
 汚,146
 汝,15
 汞,4
 江,5
 池,7
 污,18
 汤,78
 汪,4
 汲,6
 汹,1
 決,487
 汽,29
 沃,87
 沈,31
 沉,21
 沐,4
 沒,234
 沖,7
 沙,78
 沟,6
 没,2145
 沢,82
 沥,1
 沫,1
 河,20
 沸,4
 油,39
 治,210
 沼,10
 沽,1
 沾,1
 沿,36
 況,1
 泄,3
 泉,6
 泊,37
 法,1109
 泛,5
 泡,11
 波,190
 泣,118
 泥,69
 注,1565
 泪,5
 泰,114
 泳,38
 泵,2
 泷,1
 泻,1
 泼,1
 泽,15
 洁,7
 洋,22
 洒,12
 洗,139
 洛,48
 洞,19
 津,30
 洩,1
 洪,32
 洱,4
 洲,7
 活,130
 派,95
 流,152
 浄,10
 浅,16
 浇,3
 测,23
 济,2
 浏,1
 浑,10
 浓,11
 浙,1
 浜,9
 浣,4
 浦,4
 浩,3
 浪,22
 浮,63
 浴,26
 海,596
 浸,17
 涂,6
 涅,2
 消,578
 涉,51
 涌,3
 涎,2
 涓,1
 涙,17
 涣,2
 涤,1
 润,4
 涨,1
 液,21
 涴,1
 涵,6
 涼,7
 淋,10
 淑,4
 淘,5
 淡,11
 淫,14
 深,315
 淳,1
 混,217
 淹,3
 添,15
 清,132
 渇,4
 済,66
 渊,1
 渋,15
 渐,6
 渓,6
 渔,18
 渗,2
 減,45
 渠,1
 渡,157
 渥,3
 渦,8
 温,113
 測,11
 渭,22
 港,31
 渴,7
 游,43
 渾,1
 湊,1
 湖,23
 湧,3
 湯,19
 湾,9
 湿,20
 満,118
 溃,1
 溅,1
 源,18
 準,348
 溜,11
 溝,2
 溢,10
 溪,2
 溫,4
 溴,1
 溶,22
 溺,30
 滅,48
 滇,1
 滋,4
 滑,58
 滕,2
 滚,81
 滝,4
 滞,17
 满,185
 滥,9
 滨,1
 滲,1
 滴,10
 滾,3
 滿,4
 漁,15
 漂,43
 漆,6
 漏,30
 演,123
 漕,7
 漠,8
 漢,8
 漫,24
 漸,2
 潔,8
 潘,21
 潛,1
